title,abstract,author_keywords
Randomized Trial of Soft Contact Lenses with Novel Ring Focus for Controlling Myopia Progression.,"To evaluate efficacy and vision with 2 prototype myopia control soft contact lenses with noncoaxial ring-focus designs (for enhancing efficacy [EE] and enhancing vision [EV]) compared with dual-focus (DF) and single-vision (SV) designs.Multicenter, 6-month, randomized, controlled, double-masked clinical trial.One hundred ninety-nine myopic (-0.75 diopters [D] to -4.50 D) children aged 7 to 12 years.Participants were randomized with stratification into myopia control (EE, EV, or DF) or SV arms at 9 clinical sites in 3 countries. Postcycloplegia axial length (AL) and spherical equivalent autorefraction (SECAR) were measured at baseline and 26 weeks. Axial length was also measured without cycloplegia at baseline, 1, 4, 13, and 26 weeks. Progression was analyzed using linear mixed models by intention-to-treat population. Visual acuity (VA) and vision quality were monitored.Axial elongation, change in SECAR.A total of 185 subjects completed the study (n = 44, 49, 45, and 47 for EE, EV, DF, and SV, respectively). There were no serious/significant ocular adverse events. After 26 weeks, EE, EV, and DF all had statistically significantly less axial elongation than SV (unadjusted mean [standard deviation]: EE, 0.079 [0.125]; EV, 0.119 [0.101]; DF, 0.135 [0.117]; SV; 0.189 [0.121] mm). The estimated least-square mean (LSM) differences (adjusted 95% confidence interval) compared with SV were -0.105 (-0.149, -0.062), -0.063 (-0.106, -0.020), and -0.056 (-0.100, -0.013) mm for EE, EV, and DF, respectively. Enhancing efficacy alone had statistically significantly less progression of SECAR than SV (EE: -0.12 [0.27] D vs. SV: -0.35 [0.33] D; LSM difference: 0.22 D [0.09, 0.35]). Enhancing efficacy also had statistically significantly less axial elongation than DF (-0.049 mm [-0.093, -0.004]). Changes in AL and SECAR of EV and DF were not statistically different. All 3 myopia control lenses had mean VA close to 0.00 logarithm of the minimum angle of resolution (logMAR) with estimated 95% upper confidence limits <0.10 logMAR. Enhancing efficacy and DF produced similar reports of halos but more than EV and SV.The prototype contact lenses met the design intent; EE was more efficacious in slowing axial elongation than DF with comparable vision performance, whereas EV produced comparable efficacy to DF with similar vision performance to SV.","['AL', 'axial length', 'Axial length', 'Myopia control', 'Pediatric', 'Soft contact lenses', 'Vision', 'B2B', 'bottom2boxes', 'CI', 'confidence interval', 'D', 'diopter', 'DF', 'dualfocus', 'EE', 'enhanced efficacy', 'EV', 'enhanced vision', 'LSM', 'leastsquare mean', 'MMRM', 'mixed models with repeated measures', 'SD', 'standard deviation', 'SE', 'standard error', 'SECAR', 'spherical equivalent cycloplegic autorefraction', 'SV', 'singlevision', 'VA', 'visual acuity', 'logMAR', 'logarithm of the minimum angle of resolution']"
"Associations of Thyroid Hormones Profile During Normal Pregnancy and Postpartum With Anxiety, Depression, and Obsessive/Compulsive Disorder Scores in Euthyroid Women.","Thyroid dysfunction (overt and subclinical) has been consistently linked to pregnancy adversity and abnormal fetal growth and development. Mood disorders such as anxiety, depression, and obsessive-compulsive disorder (OCD) are frequently diagnosed during pregnancy and at postpartum, and emerging evidence suggests association with impaired offspring neurodevelopment and growth. This study aimed to examine potential associations between thyroid function and mood symptoms during pregnancy and postpartum.This is a prospective study measuring thyroid hormones and assessing mood symptoms by employing specific questionnaires in the same cohort of 93 healthy pregnant women at the 24th (2nd trimester) and 36th (3rd trimester) gestational weeks and at the 1st postpartum week.Serum thyroid hormones, TSH, anti-TPO, and anti-Tg antibodies were measured at the 24th (2nd trimester) and 36th (3rd trimester) gestational weeks and at the 1st postpartum week. Specific validated questionnaires were employed at the same time-points to assess separately symptoms of anxiety [Generalized Anxiety Disorder Inventory (GADI), Penn State Worry Questionnaire (PSWQ), STAI-State Anxiety inventory (STAI-S), STAI-Trait Anxiety Inventory (STAI-T)], depression [Edinburgh Postnatal Depression Scale (EPDS), Stein's Blues Scale (BLUES), Beck Depression Inventory (BDI)], and obsessive compulsive disorder (OCD) [Yale-Brown Obsessive Compulsive scale (Y-BOCS)].At the 2nd trimester, GADI score correlated negatively with FT3 (<i>p</i> < 0.010, <i>r</i> = -0.545) and positively with TSH (<i>p</i> < 0.050, <i>r</i> = 0.837) concentrations; GADI, PSWQ, EPDS and Y-BOCS scores correlated negatively with FT4 concentrations (<i>p</i> < 0.010, <i>r</i> = -0.768; <i>p</i> < 0.010, <i>r</i> = -0.384; <i>p</i> < 0.050, <i>r</i> = -0.364; <i>p</i> < 0.010, <i>r</i> = -0.544, respectively). At the 3rd trimester, BLUES score correlated positively with rT3 concentrations (<i>p</i> = 0.00, <i>r</i> = 0.89); GADI, EPDS, and Y-BOCS scores correlated negatively with FT4 concentrations (<i>p</i> = 0.001, <i>r</i> = - 0.468; <i>p</i> = 0.036, <i>r</i> = -0.39; <i>p</i> = 0.001, <i>r</i> = -0.625, respectively); GADI, STAI-S, and Y-BOCS scores correlated positively with TSH concentrations (<i>p</i> = 0.015, <i>r</i> = 0.435; <i>p</i> = 0.024, <i>r</i> = 0.409 <i>p</i> = 0.041, <i>r</i> = 0.389, respectively). At postpartum, PSWQ, STAI-T, EPDS, and BDI scores correlated positively with rT3 concentrations (<i>p</i> = 0.024, <i>r</i> = 0.478; <i>p</i> = 0.014, <i>r</i> = 0.527; <i>p</i> = 0.046, <i>r</i> = 0.44; <i>p</i> = 0.021, <i>r</i> = 0.556, respectively, Y-BOCS score correlated positively with TSH (<i>p</i> = 0.045, <i>r</i> = 0.43), and BLUES score correlated positively with anti-TPO antibody concentrations (<i>p</i> = 0.070, <i>r</i> = 0.586).The reported findings demonstrate positive associations between low-normal thyroid function at the 2nd and 3rd trimesters of pregnancy and postpartum with anxiety, depression, and OCD scores.","['anxiety', 'depression', 'obsessive—compulsive disorder', 'postpartum', 'pregnancy', 'psychometrics', 'thyroid hormone']"
The efficacy and safety of Chinese herbal medicine as an add-on therapy for type 2 diabetes mellitus patients with carotid atherosclerosis: An updated meta-analysis of 27 randomized controlled trials.,"<b>Background:</b> Type 2 diabetes mellitus (T2DM) is a clinical metabolic syndrome characterized by persistent hyperglycemia. Patients with T2DM are more likely to have carotid atherosclerosis (CAS), which can lead to dizziness, amaurosis or even stroke. Chinese herbal medicine (CHM) has shown possible efficacy and safety in treating T2DM patients with CAS. However, the existing evidence was not robust enough and the results were out of date. <b>Objective:</b> This meta-analysis aimed to summarize the current evidence and systematically evaluate the effects of CHM on carotid plaque, glucose and lipid metabolism and vascular endothelial parameters in T2DM patients with CAS, providing a reference for subsequent research and clinical practice. <b>Methods:</b> This study was registered in PROSPERO as CRD42022346274. Both Chinese and English databases were searched from their inceptions to 16 July 2022. All retrieved studies were screened according to inclusion and exclusion criteria. Randomized controlled trials (RCTs) using oral CHM to treat T2DM patients with CAS were included. The literature quality was assessed using the risk of bias assessment tool in the Cochrane Handbook. Data extraction was conducted on the selected studies. Review Manager 5.4 and Stata 16.0 were used for meta-analysis. Sources of heterogeneity were explored by meta-regression or subgroup analysis. Funnel plot and Egger's test were used to assess publication bias and the evidence quality was assessed by Grading of Recommendations Assessment, Development and Evaluation (GRADE). <b>Results:</b> 27 eligible studies, involving 2638 patients, were included in this study. Compared with western medicine (WM) alone, the addition of CHM was significantly better in improving carotid intima-media thickness (CIMT) [mean difference (MD) = -0.11mm, 95% confidence interval (CI): -0.15 to -0.07, <i>p</i> < 0.01], carotid plaque Crouse score [MD = -1.21, 95%CI: -1.35 to -1.07, <i>p</i> < 0.01], total cholesterol (TC) [MD = -0.34 mmol/L, 95%CI: -0.54 to -0.14, <i>p</i> < 0.01], triglyceride (TG) [MD = -0.26 mmol/L, 95%CI: -0.37 to -0.15, <i>p</i> < 0.01], low-density lipoprotein cholesterol (LDL-C) [MD = -0.36 mmol/L, 95%CI: -0.47 to -0.25, <i>p</i> < 0.01], high-density lipoprotein cholesterol (HDL-C) [MD = 0.22 mmol/L, 95%CI: 0.13 to 0.30, <i>p</i> < 0.01], glycated hemoglobin (HbA1c) [MD = -0.36%, 95%CI: -0.51 to -0.21, <i>p</i> < 0.01], fasting blood glucose (FBG) [MD = -0.33 mmol/L, 95%CI: -0.50 to -0.16, <i>p</i> < 0.01], 2-h postprandial glucose (2hPG) [MD = -0.52 mmol/L, 95%CI: -0.95 to -0.09, <i>p</i> < 0.01], homeostasis model assessment of insulin resistance (HOMA-IR) [standardized mean difference (SMD) = -0.88, 95%CI: -1.36 to -0.41, <i>p</i> < 0.01] and homeostasis model assessment of beta-cell function (HOMA-β) [MD = 0.80, 95%CI: 0.51 to 1.09, <i>p</i> < 0.01]. Due to the small number of included studies, it is unclear whether CHM has an improving effect on nitric oxide (NO), endothelin-1 (ET-1), peak systolic velocity (PSV) and resistance index (RI). No serious adverse events were observed. <b>Conclusion:</b> Based on this meta-analysis, we found that in the treatment of T2DM patients with CAS, combined with CHM may have more advantages than WM alone, which can further reduce CIMT and carotid plaque Crouse score, regulate glucose and lipid metabolism, improve insulin resistance and enhance islet β-cell function. Meanwhile, CHM is relatively safe. However, limited by the quality and heterogeneity of included studies, the efficacy and safety of CHM remain uncertain. More high-quality studies are still needed to provide more reliable evidence for the clinical application of CHM. <b>Systematic Review Registration:</b> https://www.crd.york.ac.uk/PROSPERO/, identifier CRD42022346274.","['Chinese herbal medicine', 'Systematic review', 'carotid atherosclerosis', 'metaanalysis', 'type 2 diabetes mellitus']"
Association of urine autoantibodies with disease activity in systemic lupus erythematosus.,"The presence of urinary autoantibodies in patients with systemic lupus erythematosus (SLE) has been confirmed by several studies; however, the significance of their presence in urine remains unclear. This study aims to further investigate the association between urine autoantibodies and disease activity as well as organ involvement in SLE.This cross-sectional study included 89 SLE patients. Data collected included anti-nuclear antibody (ANA), anti-ENA antibodies, and anti-dsDNA antibody levels in both serum and urine, complement (C) 3, C4 levels in serum, SLE disease activity index-2000 (SLEDAI-2000), renal domains of SLEDAI (RSLEDAI) and non-renal SLEDAI (NRSLEDAI).The rate of positive urine ANA (uANA) was 33.3% (29/87) among the enrolled patients. Compared to the uANA negative group, the positive group exhibited significantly higher SLEDAI-2000 scores (7.85 ± 5.88 vs. 18.69 ± 6.93, <i>p</i> < 0.001), RSLEDAI scores [0 (0, 4.0) vs. 12.0 (8.0, 16.0), <i>p</i> < 0.001], and NRSLEDAI [4 (2.0, 8.0) vs. 6.0 (4.0, 9.5), <i>p</i> = 0.038]. Patients with positive urine anti-Sm antibody demonstrated significantly elevated SLEDAI-2000 scores compared to those who were negative (25.0 ± 8.80 vs. 10.09 ± 6.63, <i>p</i> < 0.001). Similarly, they also had higher RSLEDAI [16.0 (12.0, 16.0) vs. 4.0 (0, 8.0), <i>p</i> < 0.001] and NRSLEDAI [9.5 (6.0, 13.5) vs. 4.0 (3.0, 8.0), <i>p</i> = 0.012], as well as a greater prevalence of renal involvement compared to their negative counterparts (100% vs. 58.2, <i>p</i> = 0.022). There was a positive correlation between uANA titer and both SLEDAI-2000 (<i>r<sub>s</sub></i> = 0.663, <i>p</i> < 0.001) and RSLEDAI (<i>r<sub>s</sub></i> = 0.662, <i>p</i> < 0.001). The serum anti-dsDNA antibody level did not exhibit a significant correlation with RSLEDAI (<i>r<sub>s</sub></i> = 0.143, <i>p</i> = 0.182). Conversely, the urine anti-dsDNA antibody level demonstrated a significant positive correlation with RSLEDAI (<i>r<sub>s</sub></i> = 0.529, <i>p</i> < 0.001).Urine ANA is associated with both global SLEDAI and RSLEDAI scores. Urine anti-Sm antibody is associated with an increased incidence of renal involvement in SLE. The urine anti-dsDNA antibody level, rather than the serum anti-dsDNA antibody level, exhibits a significant association with RSLEDAI in SLE.","['SLEDAI', 'lupus nephritis', 'systemic lupus erythematosus', 'urine antidsDNA antibodies', 'urine antinuclear antibody']"
Impacts of the hearing aid intervention on healthcare utilization and costs among middle-aged and older adults: results from a randomized controlled trial in rural China.,"Hearing impairment has become a major global health issue. To reduce the burden of hearing impairment, we explored impacts of the hearing aid intervention on healthcare utilization and costs.In this randomized controlled trial, participants aged 45+ were allocated with a ratio of 1:1.5 (intervention: control). Neither the investigators nor the assessors were blinded to the allocation status. Those in the intervention group were fitted with hearing aids, and those in the control group received no care. We applied the difference-in-difference (DID) approach to examine the impacts on healthcare utilization and costs. Given that social network and age can be significant variables affecting effectiveness of the intervention, subgroup analyses by social network and age were used to explore the heterogeneity.395 subjects were successfully recruited and randomized. 10 subjects did not meet the inclusion criteria and therefore, 385 eligible subjects (150 in the treatment group and 235 in the control group) were analyzed. The intervention significantly reduced their total healthcare costs (average treatment effect (ATE) = -1.26, 95% CI = -2.39, -0.14, <i>p</i> = 0.028) and total out-of-pocket (OOP) healthcare costs (ATE = -1.29, 95% CI = -2.37, -0.20, <i>p</i> = 0.021) in the 20-month follow-up. To be exact, it reduced self-medication costs (ATE = -0.82, 95% CI = -1.49, -0.15, <i>p</i> = 0.016) and OOP self-medication costs (ATE = -0.84, 95% CI = -1.46, -0.21, <i>p</i> = 0.009). Subgroup analysis showed that the impacts on self-medication costs and OOP self-medication costs varied by social network (ATE for self-medication costs = -0.26, 95% CI = -0.50, -0.01, <i>p</i> = 0.041; ATE for OOP self-medication costs = -0.27, 95% CI = -0.52, -0.01, <i>p</i> = 0.038). The impacts also varied by age groups (ATE for self-medication costs = -0.22, 95% CI = -0.40, -0.04, <i>p</i> = 0.019; ATE for OOP self-medication costs = -0.17, 95% CI = -0.29, -0.04, <i>p</i> = 0.010). There were no adverse events or side effects during the trial.Hearing aid use significantly lowered self-medication costs and total healthcare costs, but had no impacts on inpatient or outpatient services utilization or costs. The impacts were manifested among people with active social network or younger age. It can be speculated that the intervention may be adapted to other similar settings in developing countries to reduce healthcare costs.P.H. reports grants from National Natural Science Foundation of China (No. 71874005) and Major Project of the National Social Science Fund of China (No. 21&ZD187).Chinese Clinical Trial Registry: ChiCTR1900024739.","['Age', 'Costs', 'Healthcare utilization', 'Hearing aids', 'Social network']"
"Red, white, and processed meat consumption related to inflammatory and metabolic biomarkers among overweight and obese women.","Considering that a high meat intake is directly associated with obesity, it is critical to address the relationship between consuming different types of meat with inflammation and metabolism in overweight and obese cohorts. Thus, we evaluated the association between red, white, and processed meat consumption with inflammatory and metabolic biomarkers in overweight and obese women.The current cross-sectional study was conducted on 391 overweight and obese Iranian women. Dietary intake was obtained from a food frequency questionnaire (FFQ) with 147 items. The anthropometric measurements, serum lipid profile, and inflammatory markers were measured by standard protocols. All associations were assessed utilizing one-way analysis of variance (ANOVA), analysis of covariance (ANCOVA), and linear regression models.In the adjusted model, it was established that higher intake of processed meat had a significant positive association with leptin levels (β: 0.900, 95% CI: 0.031;1.233, <i>p</i> = 0.015). Moreover, after considering the confounders, a significant positive association between processed meat and macrophage inflammatory protein (MCP-1) levels was observed (β: 0.304, 95% CI:0.100;1.596, <i>p</i> = 0.025). Positive significant associations between high-sensitivity C-reactive protein (hs-CRP) (β:0.020, 95% CI:0.000;0.050, <i>P</i> = 0.014) and plasminogen activator inhibitor 1 (PAI-1) (β:0.263, 95% CI:0.112;0.345, <i>p</i> = 0.053) and MCP-1 (β:0.490, 95% CI: 0.175;1.464, <i>p</i> = 0.071) levels with red meat were also shown; while there was a significant negative association between red meat and the homeostasis model assessment of insulin resistance (HOMA-IR) (β: -0.016, 95% CI: -0.022, -0.001, <i>p</i> = 0.033). Furthermore, a significant negative association were established following confounding adjustment between Galectin-3 (Gal-3) (β: -0.110, 95% CI: -0.271;0.000, <i>p</i> = 0.044), MCP-1 (β: -1.933, 95% CI: -3.721;0.192, <i>p</i> = 0.022) and Homeostatic Model Assessment for Insulin Resistance (HOMA-IR) (β: -0.011, 95% CI: -0.020,0.000, <i>p</i> = 0.070) levels with high adherence of white meat intake. In contrast, a significant marginally positive association between PAI-1 levels and high adherence to white meat intake (β: -0.340, 95% CI: -0.751;0.050, <i>p</i> = 0.070) has been shown.Higher red and processed meat consumption were positively associated with inflammatory and metabolic markers in overweight and obese women. In contrast, negative relationships between high adherence to white meat and various inflammatory and metabolic parameters were established. Further studies are needed to confirm the causality of these associations and potential mediating pathways.","['inflammatory markers', 'obesity', 'processed meat', 'red meat', 'white meat', 'women']"
Risedronate use to attenuate bone loss following sleeve gastrectomy: Results from a pilot randomized controlled trial.,"The purpose of this study was to explore the efficacy of 150 mg once monthly oral risedronate use in the prevention of sleeve gastrectomy (SG) associated bone loss. Twenty-four SG patients (56 ± 7 years, 83% female, 21% black) were randomized to risedronate or placebo for 6 months, with an optional 12-month assessment. Outcome measures included 6 (n = 21) and 12 (n = 14) month change in dual energy x-ray absorptiometry-acquired regional areal bone mineral density (aBMD). Six-month treatment effect estimates [mean (95% CI)] revealed significant between group aBMD differences at the femoral neck [risedronate: +0.013 g/cm<sup>2</sup> (-0.021, 0.046) vs. placebo: -0.041 g/cm<sup>2</sup> (-0.067, -0.015)] and lumbar spine [risedronate: +0.028 g/cm<sup>2</sup> (-0.006, 0.063) vs. placebo: -0.029 g/cm<sup>2</sup> (-0.054, -0.004)]; both p ≤ 0.02. When followed postoperatively to 12 months, differential aBMD treatment effects were observed at the total hip [risedronate: -0.035 g/cm<sup>2</sup> (-0.061, -0.009) vs. placebo: -0.072 g/cm<sup>2</sup> (-0.091, -0.052)] and lumbar spine [risedronate: +0.012 g/cm<sup>2</sup> (-0.038, 0.063) vs. placebo: -0.052 g/cm<sup>2</sup> (-0.087, -0.017)]; both p < 0.05. Preliminary treatment effect estimates signal 6 months of risedronate use may be efficacious in reducing aBMD loss at the axial skeleton post-SG, with benefit largely maintained throughout the 1-year postoperative period. Confirmatory data from an adequately powered trial are needed.","['antiresorptive', 'bariatric surgery', 'bone', 'clinical trials', 'dualenergy xray absorptiometry', 'fracture prevention', 'weight loss']"
"Visual Acuity in Retinal Vein Occlusion, Diabetic, and Uveitic Macular Edema: Central Subfield Thickness and Ellipsoid Zone Analysis.","This study assessed relationships between best-corrected visual acuity (BCVA), central subfield thickness (CST), and ellipsoid zone (EZ) integrity in macular edema (ME) patients.Post hoc analysis of 6 clinical trials, which included verified diagnoses, protocol refractions, and reading center assessment of OCT images.Participants (n = 1063) were diagnosed with ME from retinal vein occlusion (RVO), diabetic retinopathy (DR; diabetic macular edema, DME), or noninfectious uveitis (NIU).For CST, 2 clinical trials for each disorder were analyzed. For EZ, 3 studies across 2 disorders were analyzed.Primary outcomes were correlations between BCVA and CST, and between BCVA and 4 central subfield EZ grades.For baseline BCVA and CST, Pearson correlation coefficients were: ME from RVO, -0.56 (774 eyes; 95% confidence interval [CI], -0.61 to -0.51; P < 0.001); DME, -0.50 (91 eyes; 95% CI, -0.64 to -0.33; P < 0.001); and ME from NIU, -0.38 (198 eyes; 95% CI, -0.49 to -0.26; P < 0.001). Regarding change from baseline to 24 weeks for both BCVA and CST, Pearson correlation coefficients were: ME from RVO, -0.35 (95% CI, -0.43 to -0.27; P < 0.001); DME, -0.30 (95% CI, -0.48 to -0.09; P = 0.006); and ME from NIU, -0.42 (95% CI, -0.53 to -0.29; P < 0.001). Acute and chronic ME showed similar baseline and 24-week change linear correlations. With lower baseline CST, a trend of decreased baseline and 24-week change correlations was found. For central subfield EZ at baseline, mean BCVA progressively worsened with each of 4 EZ grades in 185 eyes with gradable EZ (DME, 41 eyes; NIU, 144 eyes; P ≤ 0.050 for all pairwise comparisons except between normal and questionably abnormal EZ grades). Eyes with normal baseline central subfield EZ showed greater 24-week change in BCVA than those with abnormal baseline EZ (15.00 letters vs. 8.16 letters; P = 0.0005, with baseline BCVA, CST, and age as covariates).Despite these correlations, CST and EZ integrity, as graded herein, account for the minority of BCVA variation in patients with ME resulting from RVO, DR, and NIU.","['Central subfield thickness', 'Ellipsoid zone', 'Macular edema', 'Photoreceptor inner segment–outer segment junction', 'Visual acuity']"
The association of tea consumption and the risk and progression of prostate cancer: a meta-analysis.,"Many studies have focused on the association of tea consumption and the risk and progression of prostate cancer (PCa). However, the evidence is inadequate to draw robust conclusions. To shed light on these inconclusive findings, we conducted a meta-analysis. We searched the database of PubMed and Web of Science for eligible articles. The relevant data were abstracted by two independent reviewers and performed with Stata 11.0. 21 studies were included. The pooled outcomes showed that there was a significant association between tea consumption and PCa risk (OR=0.84, 95% CI (0.71-0.98)); tea consumption could reduce PCa risk in China and India (OR=0.40 and 0.48, 95% CI (0.25-0.66) and (0.24-0.97), respectively); both green and black tea consumption showed no significant effect on PCa risk (OR=0.73 and 0.95, 95% CI (0.52-1.02) and (0.82-1.11), respectively); the highest level tea consumption showed significant protective effect on the low-grade PCa (OR=0.66, 95% CI (0.46-0.93)); no significant effect was found in both localized and advanced PCa in stage subgroup analyses (OR=1.12 and 0.85, 95% CI (0.82-1.54) and (0.62-1.16), respectively). The results show that regardless of tea type, tea consumption might be a potential protective factor for the PCa, especially in China and India. Tea consumption might be the protective factor for low-grade PCa. However, more relevant studies are needed to further explore this association.","['Prostatic neoplasm', 'doseresponse', 'metaanalysis', 'progression', 'tea']"
Validity of a Multi-Sensor Armband for Estimating Energy Expenditure during Eighteen Different Activities.,"To examine the validity of an armband physical activity monitor in estimating energy expenditure (EE) over a wide range of physical activities.68 participants (mean age=39.5 ± 13.0 yrs) performed one of three routines consisting of six activities (approximately 10 min each) while wearing the armband and the Cosmed K4b<sup>2</sup> portable metabolic unit. Routine 1 (n=25) involved indoor home-based activities, routine 2 (n=22) involved miscellaneous activities, and routine 3 (n=21) involved outdoor aerobic activities.Mean differences between the EE values in METs (criterion minus estimated) are as follows. Routine 1: watching TV (-0.1), reading (-0.1), laundry (0.1), ironing (-1.3), light cleaning (-0.4), and aerobics (0.4). Routine 2: driving (-0.6), Frisbee golf (-0.9), grass trimming (-0.5), gardening (-1.5), moving dirt with a wheelbarrow (-0.1), loading and unloading boxes (0.1); Routine 3: sidewalk walking (-1.0), track walking (-0.8), walking with a bag (-0.6), tennis (1.6), track running (2.2), and road running (2.1). The armband significantly overestimated EE during several light-to-moderate intensity activities such as driving (by 74%), ironing (by 70%), gardening (by 55%), light cleaning (by 15%), Frisbee golf (by 24%), and sidewalk walking (by 26%) (P<0.05). The arm band significantly underestimated high intensity activities including tennis (by 20%), and track or road running (by 20%).Although the armband provided mean EE estimates within 16% of the criterion for nine of the 18 activities, predictions for several activities were significantly different from the criterion. The armband prediction algorithms could be refined to increase the accuracy of EE estimations.","['Accelerometer', 'Energy expenditure', 'Indirect calorimetry', 'SW armband']"
"Subacute ruminal acidosis downregulates FOXA2, changes oxidative status, and induces autophagy in the livers of dairy cows fed a high-concentrate diet.","The purpose of this experiment was to investigate high-concentrate feeding-induced changed status of oxidative and autophagy in the livers of dairy cows. Hepatocyte nuclear factor 3β (FOXA2) was reported in cases of liver fibrosis, glucolipid metabolism, and hepatocyte differentiation, but not in cases liver damage in cows fed a high-concentrate diet. Therefore, we also aimed to explore the potential role of FOXA2 in SARA-induced liver damage. We divided 12 mid-lactating Holstein cows into 2 groups and fed them a high-concentrate (HC group, forage:concentrate = 4:6) and a low-concentrate (forage:concentrate = 6:4) diet. After a 2-wk adaptation period and a 3-wk experimental period, peripheral blood was collected for determination of antioxidant enzyme activity, and liver tissue was collected to examine genes and proteins. On d 20 and 21 of the experiment, rumen fluid was collected, and the pH was measured. A significant difference in rumen fluid pH was found between the 2 groups (low-concentrate: 6.10 ± 0.07 vs. HC: 5.59 ± 0.09). The rumen fluid pH in the HC group was less than 5.6 at 2 time points, indicating that SARA was successfully induced. Lipopolysaccharide (0.24 ± 0.10 vs. 0.42 ± 0.12) and malondialdehyde (1.46 ± 0.25 vs. 2.94 ± 0.65) increased, whereas superoxide dismutase (14.06 ± 0.63 vs. 11.71 ± 0.64), reduced glutathione (14.48 ± 2.25 vs. 6.82 ± 0.67), and the total antioxidant capacity (0.43 ± 0.03 vs. 0.30 ± 0.03) decreased in the peripheral blood of the HC group. Moreover, in liver tissue from the HC group, catalase (0.71 ± 0.03 vs. 0.49 ± 0.03) and superoxide dismutase (27.46 ± 1.90 vs. 20.32 ± 1.54) were decreased, whereas malondialdehyde (0.21 ± 0.03 vs. 0.28 ± 0.03) was elevated. Meanwhile, we observed lower gene expression of CAT (1.00 ± 0.15 vs. 0.64 ± 0.17), NAD(P)H quinone dehydrogenase 1 (NQO1; 1.00 ± 0.09 vs. 0.47 ± 0.14), glutathione peroxidase 1 (GPX1; 1.03 ± 0.27 vs. 0.55 ± 0.09), SOD1 (1.01 ± 0.17 vs. 0.76 ± 0.17), and SOD3 (1.02 ± 0.21 vs. 0.55 ± 0.16) in the liver tissue of the HC group. Furthermore, western blot analysis showed that high-concentrate feeding led to decreased sirtuin-1 (SIRT1) (1.00 ± 0.10 vs. 0.62 ± 0.15) and FOXA2 (1.02 ± 0.19 vs. 0.68 ± 0.18), elevated autophagy-related protein microtubule associated protein 1 light chain 3 II (MAP1LC3-II; 1.00 ± 0.32 vs. 1.98 ± 0.83) and autophagy related 5 (ATG5; 1.00 ± 0.30 vs. 1.80 ± 0.27), and suppressed antioxidant signaling pathway-related protein nuclear factor erythroid 2-like 2 (NFE2L2; 1.00 ± 0.18 vs. 0.61 ± 0.30) and heme oxygenase 1 (HMOX1; 1.00 ± 0.48 vs. 0.38 ± 0.25) in liver tissue. Overall, these data indicated that SARA elevated systematic oxidative status and enhanced autophagy in the liver, and suppressed SIRT1 and FOXA2 may mediate enhanced oxidative damage and autophagy in the livers of dairy cows fed a high-concentrate diet.","['FOXA2', 'SARA', 'SIRT1', 'autophagy', 'oxidative stress']"
Close lateral internal sphincterotomy versus open lateral internal sphincterotomy for chronic anal fissure: a systematic review and meta-analysis.,"Lateral internal sphincterotomy (LIS) has been the gold standard for treating chronic anal fissure (CAF) that persists despite other measures. The authors aim to evaluate the effects of the close method (CLIS) of performing LIS as compared to the open method (OLIS).Databases were searched for relevant studies and results were screened to identify eligible articles, and all concerned outcomes were pooled as odd ratio (OR) or mean difference (MD) with 95% CI in the meta-analysis models using RevMan 5.4.Pooled data from 16 trials with 1,711 patients with idiopathic CAF showed that the CLIS has significant lower risk of delayed fissure healing [OR: 0.28, 95% CI (0.10, 0.77), <i>P</i> = 0.01], duration of hospital stay [MD: -0.82 with 95% CI (-1.07, -0.57), <i>P</i> < 0.00001] and postoperative visual analogue pain score (VAPS) at 24 h [MD: -0.30 with 95% CI (-0.39, -0.21), <i>P</i> < 0.00001]. Also, the risk of overall complications [OR: 0.33 with 95% CI (0.19, 0.55), <i>P</i> < 0.0001], incontinence [OR: 0.28 with 95% CI (0.20, 0.38), <i>P</i> < 0.00001], and postoperative pain [OR: 0.56 with 95% CI (0.35, 0.91), <i>P</i> = 0.02] was significantly lower with CLIS.CLIS is a safer option than OLIS for treating anal fissure. The risk of delayed fissure healing, incontinence, post-op pain and overall complication was significantly lower. However, the risk of surgical site infection, postoperative bleeding and recurrence did not differ. Future research with more prolonged follow-up is necessary to document recurrence reliably.","['anal fissure', 'closed method', 'lateral internal sphincterotomy', 'metaanalysis', 'open method', 'systematic review']"
